strategy,symbol,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 10}",5365,0.4037,721125.0,1667.88,-903.88,1.249,2.0593,-0.009,87662.5
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",5365,0.4373,287726.25,1292.32,-908.93,1.105,1.0199,-0.009,104231.0
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5365,0.4157,720785.0,1463.45,-811.07,1.283,2.155,-0.009,100044.5
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 5}",5365,0.439,260035.0,1158.65,-820.13,1.105,0.9552,-0.009,116565.75
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 5}",7074,0.4242,719622.0,1096.65,-631.34,1.28,2.0452,-0.009,155437.5
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 75, ""rr_ratio"": 1.5, ""hold_bars"": 5}",7074,0.4433,207214.5,867.53,-638.23,1.082,0.7071,-0.009,245893.75
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 10}",5463,0.4062,995606.5,1717.22,-867.73,1.354,2.1694,-0.009,103624.5
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 12}",2584,0.4079,345932.0,1695.41,-941.85,1.24,2.03,-0.009,57615.5
OFI_Reversal,SI,"{""ofi_pct"": 90, ""body_fraction"": 0.2, ""rr_ratio"": 1.5, ""hold_bars"": 5}",4011,0.4233,149444.25,1110.56,-750.66,1.086,0.5891,-0.0091,125275.0
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 70, ""rr_ratio"": 1.5, ""hold_bars"": 5}",4470,0.4418,362731.25,1236.94,-833.76,1.174,1.1893,-0.0091,124494.5
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 5}",4470,0.4195,809375.0,1570.34,-822.74,1.379,2.0977,-0.0091,113294.5
OFI_Reversal,SI,"{""ofi_pct"": 90, ""body_fraction"": 0.35, ""rr_ratio"": 1.5, ""hold_bars"": 5}",4097,0.422,139609.75,1102.91,-746.33,1.079,0.5545,-0.0091,130497.0
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 75, ""rr_ratio"": 1.5, ""hold_bars"": 10}",7074,0.4418,212049.5,957.49,-704.0,1.076,0.5933,-0.0091,268023.75
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 10}",7074,0.4142,696887.0,1230.61,-701.93,1.24,1.6873,-0.0091,213417.5
MultiTF_OFI,SI,"{""trend_window"": 40, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 5}",6594,0.4125,521364.5,1088.35,-629.57,1.214,1.5354,-0.0091,182008.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.3, ""persist_bars"": 2, ""rr_ratio"": 1.5, ""hold_bars"": 10}",6645,0.4376,661758.75,1341.38,-866.73,1.204,1.371,-0.0091,144441.75
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5669,0.4024,502282.0,1146.94,-623.93,1.238,2.0721,-0.0091,71593.0
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 30, ""rr_ratio"": 2.0, ""hold_bars"": 12}",5994,0.3997,468517.0,1223.65,-684.64,1.19,2.0201,-0.0091,95755.5
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 30, ""rr_ratio"": 2.0, ""hold_bars"": 8}",5994,0.4042,418929.5,1150.74,-663.49,1.177,1.8829,-0.0091,101414.0
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 30, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5994,0.4052,443549.5,1064.07,-600.58,1.207,2.0355,-0.0091,60742.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.3, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 5}",6645,0.4184,1127500.0,1491.42,-781.02,1.374,2.6571,-0.0091,125267.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.3, ""persist_bars"": 2, ""rr_ratio"": 1.5, ""hold_bars"": 5}",6645,0.4366,501221.25,1187.51,-786.26,1.17,1.5093,-0.0091,129213.75
OFI_Reversal,SI,"{""ofi_pct"": 90, ""body_fraction"": 0.2, ""rr_ratio"": 2.0, ""hold_bars"": 5}",4011,0.4051,457875.5,1383.4,-750.28,1.256,1.3613,-0.0092,83259.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.3, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 10}",6645,0.4101,1261930.0,1714.27,-869.76,1.37,2.0728,-0.0092,127042.5
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 12}",5669,0.3946,574922.0,1340.93,-706.51,1.237,2.216,-0.0092,101429.5
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 70, ""rr_ratio"": 1.5, ""hold_bars"": 10}",4470,0.4403,391255.0,1375.24,-925.35,1.169,1.1482,-0.0092,116557.25
