strategy,symbol,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
OFI_Continuation,SI,"{""ofi_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1151,0.391,25203.0,692.54,-408.62,1.088,0.4025,0.3014,22972.0
OFI_Continuation,SI,"{""ofi_pct"": 90, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 10}",952,0.3918,21628.5,717.64,-424.96,1.088,0.3888,0.2985,20173.0
MultiTF_OFI,SI,"{""trend_window"": 40, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 10}",4885,0.4012,121082.5,710.2,-434.5,1.095,0.6901,0.2982,58791.5
CVD_Acceleration,SI,"{""accel_std"": 2.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",1527,0.3916,47468.5,682.07,-387.96,1.132,0.6178,0.2967,37462.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1353,0.422,106804.0,1218.7,-753.29,1.181,1.2424,0.2959,25756.0
OFI_Continuation,SI,"{""ofi_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1163,0.4213,12036.5,563.37,-392.29,1.046,0.2333,0.2905,43354.75
OFI_Microprice,SI,"{""mp_diff_pct"": 80, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",4157,0.3907,109261.0,741.56,-432.3,1.1,0.6553,0.2894,68643.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 3, ""rr_ratio"": 2.0, ""hold_bars"": 10}",2056,0.4197,140373.0,1113.56,-687.87,1.171,1.1594,0.2891,32801.5
OFI_Microprice,SI,"{""mp_diff_pct"": 80, ""ofi_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 5}",3673,0.3964,160919.0,776.45,-437.35,1.166,0.9681,0.2888,49445.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 3, ""rr_ratio"": 1.5, ""hold_bars"": 10}",2163,0.4374,47542.75,911.42,-669.4,1.058,0.4233,0.2879,47998.75
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 2, ""rr_ratio"": 1.5, ""hold_bars"": 10}",2048,0.4556,111722.75,964.36,-706.75,1.142,0.958,0.2858,30981.0
CVD_Microprice,SI,"{""cvd_pct"": 60, ""mp_ticks"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1640,0.4018,155570.0,1339.21,-741.05,1.214,1.3595,0.2851,44815.0
CVD_VWAP,SI,"{""vwap_band"": 0.25, ""cvd_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 12}",1773,0.4095,34216.5,992.79,-655.73,1.05,0.3018,0.2818,68216.0
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 12}",2128,0.3966,61289.0,988.43,-601.98,1.079,0.4644,0.281,73756.0
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 8}",4599,0.3964,80309.5,695.15,-427.58,1.068,0.5132,0.28,64313.0
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 10}",939,0.4004,43569.5,732.07,-411.52,1.188,0.7488,0.2785,24874.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 3, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1677,0.4293,110466.0,1147.7,-748.04,1.154,1.0125,0.278,34094.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 3, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1765,0.451,54793.75,955.79,-728.6,1.078,0.537,0.2779,31664.25
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 8}",2231,0.4034,38375.5,891.3,-573.85,1.05,0.3045,0.2774,67801.5
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5652,0.3992,201046.0,662.2,-380.71,1.156,0.9795,0.2769,83044.0
CVD_Absorption,SI,"{""cvd_pct"": 20, ""price_bias"": ""close"", ""rr_ratio"": 2.5, ""hold_bars"": 5}",1817,0.3429,15756.0,725.31,-365.25,1.036,0.237,0.2764,43691.25
CVD_Absorption,SI,"{""cvd_pct"": 20, ""price_bias"": ""body"", ""rr_ratio"": 2.5, ""hold_bars"": 5}",1817,0.3429,15756.0,725.31,-365.25,1.036,0.237,0.2764,43691.25
CVD_Microprice,SI,"{""cvd_pct"": 60, ""mp_ticks"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 5}",1673,0.4184,31637.75,1075.86,-741.49,1.044,0.3121,0.2705,69956.25
CVD_Microprice,SI,"{""cvd_pct"": 80, ""mp_ticks"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1182,0.3985,25186.0,1231.09,-780.11,1.045,0.3604,0.2694,54673.5
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 10}",847,0.4368,25559.75,545.77,-369.76,1.145,0.6107,0.269,34912.75
CVD_Microprice,SI,"{""cvd_pct"": 60, ""mp_ticks"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1554,0.4221,27077.0,1176.8,-829.52,1.036,0.2749,0.2659,66236.5
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",998,0.4389,30585.25,540.87,-368.42,1.148,0.6857,0.2634,32548.5
