strategy,symbol,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 5}",896,0.4196,11743.0,493.32,-334.12,1.068,0.2856,0.3081,42499.0
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1007,0.4359,31524.75,583.99,-395.86,1.14,0.6273,0.3081,37942.75
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 30, ""rr_ratio"": 2.0, ""hold_bars"": 12}",15529,0.3931,328292.0,683.91,-408.09,1.085,0.823,0.3075,186190.0
CVD_Slope_Regime,SI,"{""slope_window"": 5, ""slope_thr"": 0.0, ""rr_ratio"": 2.0, ""hold_bars"": 15}",5778,0.3875,127338.29,777.0,-455.6,1.079,0.7683,0.3047,79936.0
Absorption_Reversal,SI,"{""abs_pct"": 80, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",28830,0.3848,408107.5,591.48,-346.91,1.066,0.6782,0.3007,503700.0
CVD_Microprice,SI,"{""cvd_pct"": 60, ""mp_ticks"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 5}",2937,0.4341,60068.5,1329.1,-983.47,1.037,0.3522,0.2982,137835.5
CVD_Slope_Regime,SI,"{""slope_window"": 5, ""slope_thr"": 0.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",5778,0.3922,150593.29,733.71,-430.52,1.1,0.9216,0.2977,59623.5
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 30, ""rr_ratio"": 2.0, ""hold_bars"": 8}",15529,0.3956,298764.5,648.99,-392.93,1.081,0.7789,0.2943,154996.0
CVD_Microprice,SI,"{""cvd_pct"": 70, ""mp_ticks"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 10}",2317,0.4338,56481.0,1450.8,-1068.27,1.04,0.3393,0.2927,144889.75
OFI_Microprice,SI,"{""mp_diff_pct"": 80, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 10}",10501,0.4007,620855.5,1002.59,-571.76,1.173,1.1573,0.2857,78537.0
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",14338,0.387,346351.5,647.92,-369.66,1.107,0.8499,0.2839,199440.5
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 10}",16480,0.3944,847082.5,916.15,-511.81,1.166,1.3148,0.2805,114054.0
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 12}",7197,0.4356,71387.25,806.87,-605.15,1.029,0.2742,0.2779,131692.25
CVD_Absorption,SI,"{""cvd_pct"": 20, ""price_bias"": ""close"", ""rr_ratio"": 2.5, ""hold_bars"": 5}",2598,0.3572,92459.0,758.64,-366.2,1.151,0.9639,0.2759,55108.75
CVD_Absorption,SI,"{""cvd_pct"": 20, ""price_bias"": ""body"", ""rr_ratio"": 2.5, ""hold_bars"": 5}",2598,0.3572,92459.0,758.64,-366.2,1.151,0.9639,0.2759,55108.75
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 30, ""rr_ratio"": 2.0, ""hold_bars"": 5}",15529,0.3877,281419.5,607.58,-355.15,1.083,0.75,0.2748,192025.5
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 5}",1007,0.4111,8371.0,537.22,-360.94,1.039,0.1761,0.2723,43739.25
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 10}",896,0.4342,23684.25,538.06,-366.12,1.128,0.5599,0.2716,36373.75
CVD_VWAP,SI,"{""vwap_band"": 0.25, ""cvd_pct"": 70, ""rr_ratio"": 1.5, ""hold_bars"": 8}",4696,0.4389,61441.75,817.95,-616.45,1.038,0.296,0.2715,81563.25
OFI_Microprice,SI,"{""mp_diff_pct"": 80, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",10501,0.4035,574493.0,883.51,-505.9,1.181,1.1902,0.2602,78625.5
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1208,0.3965,12581.5,587.09,-368.5,1.047,0.2406,0.2596,26641.0
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1051,0.4405,33608.0,536.14,-365.01,1.157,0.7438,0.2583,32832.25
CVD_VWAP,SI,"{""vwap_band"": 0.25, ""cvd_pct"": 70, ""rr_ratio"": 1.5, ""hold_bars"": 12}",4696,0.4342,53415.5,857.29,-637.78,1.032,0.2537,0.2583,98570.75
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 10}",13615,0.3983,784892.5,951.34,-533.96,1.179,1.3393,0.2566,87662.5
CVD_Microprice,SI,"{""cvd_pct"": 80, ""mp_ticks"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 5}",2620,0.4061,64790.0,1164.37,-754.56,1.055,0.4284,0.2494,106310.5
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1051,0.3987,23160.5,568.92,-340.54,1.108,0.4575,0.2435,29418.5
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",16480,0.3966,803982.5,813.95,-454.14,1.178,1.2992,0.2398,156366.0
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",13615,0.4,729872.5,843.51,-473.0,1.189,1.3182,0.2364,100044.5
Sweep_Continuation,SI,"{""min_sweeps"": 3, ""confirm_bars"": 1, ""rr_ratio"": 1.5, ""hold_bars"": 5}",401,0.4264,2356.75,431.41,-310.49,1.033,0.2248,0.2357,15355.75
CVD_Microprice,SI,"{""cvd_pct"": 70, ""mp_ticks"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 5}",2317,0.4407,38477.25,1273.51,-973.59,1.03,0.2736,0.2343,117481.75
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",13615,0.4239,111966.25,740.34,-530.57,1.027,0.2348,0.2341,308450.75
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 5}",896,0.4007,28340.5,590.71,-342.13,1.154,0.5802,0.2337,35074.0
MultiTF_OFI,SI,"{""trend_window"": 40, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 5}",17109,0.3966,385624.5,631.84,-377.99,1.099,0.6716,0.2337,248370.0
OFI_Continuation,SI,"{""ofi_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1245,0.4281,9611.25,544.81,-394.34,1.034,0.191,0.2313,40767.0
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 5}",1051,0.4234,7549.25,475.42,-336.65,1.037,0.1737,0.2312,39026.25
CVD_Acceleration,SI,"{""accel_std"": 2.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",2962,0.3886,53413.5,685.77,-406.35,1.073,0.5458,0.2193,39750.5
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",16480,0.4211,116000.0,714.48,-507.6,1.024,0.2161,0.219,424874.0
CVD_Acceleration,SI,"{""accel_std"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 5}",4808,0.4081,18090.25,532.24,-360.56,1.018,0.1492,0.2187,143364.25
CVD_Microprice,SI,"{""cvd_pct"": 60, ""mp_ticks"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 10}",4710,0.4227,53550.0,1166.39,-834.4,1.024,0.2236,0.2171,195787.0
OFI_Continuation,SI,"{""ofi_pct"": 90, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 5}",1021,0.4202,7126.75,529.7,-371.82,1.032,0.1765,0.2171,32471.75
CVD_Microprice,SI,"{""cvd_pct"": 80, ""mp_ticks"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1598,0.4143,53351.5,1447.6,-966.84,1.059,0.4358,0.2151,119707.0
MultiTF_OFI,SI,"{""trend_window"": 40, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 10}",17109,0.396,357599.5,706.96,-428.88,1.081,0.52,0.2137,256692.5
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 85, ""rr_ratio"": 2.0, ""hold_bars"": 5}",13654,0.3999,381982.0,671.07,-400.54,1.116,0.7652,0.2086,213046.0
Depth_Imbalance_MeanRev,SI,"{""extreme_thr"": 0.8, ""rr_ratio"": 1.5, ""hold_bars"": 8}",1136,0.4569,93132.17,1232.21,-885.55,1.17,0.8325,0.1987,39706.0
